"filename", "language", "JavaScript", "MS SQL", "JSON", "TypeScript", "Markdown", "YAML", "Docker", "Ignore", "HTML", "PostCSS", "JavaScript JSX", "comment", "blank", "total"
"c:\Users\Palmt\Desktop\Project\trouble-tracking-system-project\client\src\components\TicketLocationFilter.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 3, 30
"c:\Users\Palmt\Desktop\Project\trouble-tracking-system-project\client\src\components\TrackingSidebar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 2, 5, 40
"c:\Users\Palmt\Desktop\Project\trouble-tracking-system-project\client\src\components\componentsAdmin\AdminLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 1, 4, 18
"c:\Users\Palmt\Desktop\Project\trouble-tracking-system-project\client\src\components\componentsAdmin\AdminSidebar.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 4, 10, 98
"c:\Users\Palmt\Desktop\Project\trouble-tracking-system-project\client\src\components\componentsAdmin\AdminSidebar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 17, 107
"c:\Users\Palmt\Desktop\Project\trouble-tracking-system-project\client\src\components\componentsAdmin\DropdownAdd.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 4, 9, 95
"c:\Users\Palmt\Desktop\Project\trouble-tracking-system-project\client\src\components\componentsAdmin\ImportEquipments.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 15, 23, 211
"c:\Users\Palmt\Desktop\Project\trouble-tracking-system-project\client\src\components\componentsAdmin\ImportEquipments.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 7, 13, 134
"c:\Users\Palmt\Desktop\Project\trouble-tracking-system-project\client\src\components\componentsAdmin\MergeManagementPanel.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 379, 0, 41, 54, 474
"c:\Users\Palmt\Desktop\Project\trouble-tracking-system-project\client\src\components\componentsAdmin\MergeManagementPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 13, 19, 227
"c:\Users\Palmt\Desktop\Project\trouble-tracking-system-project\client\src\components\componentsAdmin\PopupAlert.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 8, 9, 79
"c:\Users\Palmt\Desktop\Project\trouble-tracking-system-project\client\src\components\componentsAdmin\PopupAlert.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 2, 7, 39
"c:\Users\Palmt\Desktop\Project\trouble-tracking-system-project\client\src\components\componentsAdmin\TicketActionPanel.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 13, 15, 161
"c:\Users\Palmt\Desktop\Project\trouble-tracking-system-project\client\src\components\componentsAdmin\TicketActionPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 17, 20, 189
"c:\Users\Palmt\Desktop\Project\trouble-tracking-system-project\client\src\components\componentsStyles\CardFinishProblem.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 9, 96
